id,fecha,producto,unidades,precio,subtotal,tasa_iva,iva,total,departamento
786,21/12/19,Higiene,3,245,735,10%,73.5,808.5,Canelones
787,19/9/20,Alimentos,2,423,846,10%,84.6,930.6,Paysandú
788,15/1/20,Otros,5,336,1680,0%,0,1680,Rivera
789,3/4/20,Alimentos,5,412,2060,10%,206,2266,Paysandú
790,4/2/19,Alimentos,8,388,3104,22%,682.88,3786.88,Florida
791,21/9/19,Limpieza,7,436,3052,22%,671.44,3723.44,Maldonado
792,1/5/20,Limpieza,3,398,1194,22%,262.68,1456.68,Rocha
793,5/3/19,Bebidas,4,160,640,10%,64,704,Rivera
794,29/5/20,Otros,4,260,1040,22%,228.8,1268.8,San José
795,4/8/19,Limpieza,4,316,1264,10%,126.4,1390.4,Maldonado
796,7/2/20,Bebidas,2,145,290,22%,63.8,353.8,Soriano
797,6/9/20,Limpieza,6,293,1758,0%,0,1758,Tacuarembó
798,29/6/20,Higiene,5,120,600,10%,60,660,Maldonado
799,25/5/19,Bebidas,9,353,3177,10%,317.7,3494.7,Montevideo
800,9/9/20,Higiene,1,483,483,0%,0,483,Cerro Largo
801,9/6/20,Bebidas,3,489,1467,0%,0,1467,Tacuarembó
802,19/3/19,Limpieza,4,322,1288,22%,283.36,1571.36,San José
803,12/9/19,Otros,7,302,2114,10%,211.4,2325.4,Treinta y Tres
804,6/7/19,Limpieza,8,59,472,10%,47.2,519.2,San José
805,15/11/19,Higiene,10,228,2280,10%,228,2508,Montevideo
806,29/8/19,Otros,1,403,403,0%,0,403,Salto
807,28/3/20,Higiene,8,305,2440,10%,244,2684,Montevideo
808,2/12/19,Otros,6,385,2310,0%,0,2310,Florida
809,21/5/20,Limpieza,4,219,876,10%,87.6,963.6,Lavalleja
810,10/2/20,Alimentos,9,105,945,22%,207.9,1152.9,Salto
811,29/3/19,Otros,10,38,380,10%,38,418,Lavalleja
812,20/7/20,Alimentos,3,331,993,10%,99.3,1092.3,Soriano
813,25/5/20,Alimentos,4,231,924,22%,203.28,1127.28,Salto
814,20/6/20,Alimentos,9,313,2817,0%,0,2817,Tacuarembó
815,15/5/20,Limpieza,5,236,1180,22%,259.6,1439.6,San José
816,5/2/20,Higiene,4,300,1200,22%,264,1464,Florida
817,21/2/20,Otros,1,497,497,10%,49.7,546.7,Tacuarembó
818,7/8/20,Limpieza,2,236,472,10%,47.2,519.2,Canelones
819,30/3/20,Limpieza,1,272,272,22%,59.84,331.84,Cerro Largo
820,16/6/20,Bebidas,4,312,1248,10%,124.8,1372.8,Durazno
821,9/7/19,Alimentos,7,475,3325,10%,332.5,3657.5,Paysandú
822,18/2/20,Higiene,2,131,262,22%,57.64,319.64,Flores
823,22/8/19,Higiene,5,472,2360,0%,0,2360,Flores
824,8/3/19,Higiene,4,279,1116,22%,245.52,1361.52,Cerro Largo
825,15/1/19,Bebidas,7,323,2261,10%,226.1,2487.1,Rocha
826,24/5/20,Otros,10,40,400,22%,88,488,Rivera
827,27/12/19,Limpieza,1,289,289,10%,28.9,317.9,San José
828,13/2/20,Limpieza,7,229,1603,10%,160.3,1763.3,Cerro Largo
829,1/6/20,Limpieza,9,181,1629,22%,358.38,1987.38,Río Negro
830,4/9/19,Limpieza,5,452,2260,0%,0,2260,Soriano
831,17/6/19,Bebidas,8,31,248,22%,54.56,302.56,San José
832,21/9/19,Alimentos,3,344,1032,0%,0,1032,Tacuarembó
833,2/4/20,Otros,10,101,1010,22%,222.2,1232.2,Durazno
834,28/5/20,Higiene,8,203,1624,22%,357.28,1981.28,Lavalleja
835,22/10/19,Otros,3,282,846,10%,84.6,930.6,Canelones
836,15/8/19,Limpieza,10,80,800,0%,0,800,Tacuarembó
837,14/9/20,Otros,5,466,2330,0%,0,2330,Tacuarembó
838,6/9/20,Limpieza,6,363,2178,22%,479.16,2657.16,Montevideo
839,18/11/19,Higiene,6,377,2262,0%,0,2262,Montevideo
840,10/2/20,Higiene,10,337,3370,10%,337,3707,Flores
841,9/9/19,Higiene,5,388,1940,10%,194,2134,Río Negro
842,1/7/19,Bebidas,8,22,176,22%,38.72,214.72,Paysandú
843,8/7/20,Higiene,10,84,840,10%,84,924,Artigas
844,24/6/19,Higiene,2,450,900,22%,198,1098,Salto
845,3/3/19,Limpieza,4,394,1576,22%,346.72,1922.72,Flores
846,14/7/19,Otros,6,377,2262,0%,0,2262,Montevideo
847,4/4/19,Alimentos,5,477,2385,0%,0,2385,Montevideo
848,4/10/19,Otros,7,101,707,0%,0,707,Tacuarembó
849,5/1/19,Bebidas,2,433,866,10%,86.6,952.6,Salto
850,22/8/20,Alimentos,10,169,1690,0%,0,1690,Tacuarembó
851,1/9/19,Alimentos,9,219,1971,22%,433.62,2404.62,Soriano
852,4/6/20,Alimentos,6,177,1062,22%,233.64,1295.64,Rivera
853,3/6/19,Alimentos,6,209,1254,10%,125.4,1379.4,Tacuarembó
854,21/3/19,Alimentos,3,486,1458,22%,320.76,1778.76,San José
855,18/5/19,Bebidas,2,348,696,0%,0,696,Río Negro
856,17/1/19,Otros,1,130,130,10%,13,143,Canelones
857,15/8/19,Limpieza,10,365,3650,0%,0,3650,Maldonado
858,7/9/19,Otros,8,145,1160,0%,0,1160,Salto
859,7/5/20,Otros,7,490,3430,10%,343,3773,Lavalleja
860,14/3/20,Bebidas,6,392,2352,0%,0,2352,Salto
861,13/10/19,Otros,10,76,760,22%,167.2,927.2,Salto
862,19/1/19,Higiene,8,359,2872,22%,631.84,3503.84,Durazno
863,29/3/19,Limpieza,6,399,2394,22%,526.68,2920.68,Lavalleja
864,12/11/19,Limpieza,5,107,535,0%,0,535,Colonia
865,3/3/19,Bebidas,7,475,3325,22%,731.5,4056.5,Artigas
866,23/8/19,Alimentos,9,86,774,22%,170.28,944.28,Paysandú
867,26/3/20,Higiene,1,68,68,0%,0,68,San José
868,17/7/19,Otros,4,59,236,10%,23.6,259.6,Florida
869,16/6/19,Limpieza,4,431,1724,22%,379.28,2103.28,Soriano
870,6/1/20,Limpieza,2,373,746,10%,74.6,820.6,Durazno
871,31/5/20,Alimentos,4,169,676,0%,0,676,Montevideo
872,2/2/19,Bebidas,7,418,2926,22%,643.72,3569.72,Lavalleja
873,24/1/19,Limpieza,10,404,4040,0%,0,4040,Rocha
874,15/4/19,Higiene,2,454,908,22%,199.76,1107.76,Río Negro
875,15/9/19,Higiene,6,500,3000,0%,0,3000,Soriano
876,2/3/20,Limpieza,2,161,322,10%,32.2,354.2,Soriano
877,14/3/19,Limpieza,5,452,2260,0%,0,2260,Treinta y Tres
878,2/6/19,Bebidas,4,414,1656,0%,0,1656,Rocha
879,15/5/20,Otros,6,18,108,10%,10.8,118.8,Cerro Largo
880,13/12/19,Otros,6,310,1860,22%,409.2,2269.2,Soriano
881,22/3/20,Bebidas,7,307,2149,0%,0,2149,Cerro Largo
882,1/5/20,Bebidas,8,475,3800,10%,380,4180,Rivera
883,4/5/19,Limpieza,4,55,220,0%,0,220,Colonia
884,9/4/20,Bebidas,1,309,309,22%,67.98,376.98,San José
885,9/6/19,Limpieza,3,73,219,0%,0,219,Lavalleja
886,24/9/20,Bebidas,1,410,410,0%,0,410,San José
887,5/12/19,Otros,3,451,1353,10%,135.3,1488.3,Florida
888,17/9/19,Higiene,5,440,2200,0%,0,2200,Colonia
889,21/9/19,Higiene,6,486,2916,10%,291.6,3207.6,Flores
890,12/10/19,Limpieza,7,203,1421,10%,142.1,1563.1,Durazno
891,22/5/20,Limpieza,2,418,836,22%,183.92,1019.92,Durazno
892,8/4/19,Limpieza,5,180,900,22%,198,1098,Tacuarembó
893,24/4/20,Limpieza,3,145,435,0%,0,435,Cerro Largo
894,15/12/19,Otros,8,77,616,10%,61.6,677.6,Paysandú
895,27/5/20,Higiene,3,402,1206,10%,120.6,1326.6,Rocha
896,1/5/20,Bebidas,8,112,896,22%,197.12,1093.12,Florida
897,12/8/20,Alimentos,3,299,897,10%,89.7,986.7,Cerro Largo
898,30/10/19,Higiene,2,332,664,0%,0,664,San José
899,23/2/19,Otros,6,339,2034,0%,0,2034,Artigas
900,13/1/19,Higiene,8,453,3624,22%,797.28,4421.28,Rivera
901,8/1/20,Limpieza,4,153,612,10%,61.2,673.2,Colonia
902,10/12/19,Otros,1,367,367,0%,0,367,San José
903,1/12/19,Limpieza,1,287,287,10%,28.7,315.7,San José
904,7/1/19,Limpieza,10,233,2330,10%,233,2563,Florida
905,15/4/19,Bebidas,4,287,1148,10%,114.8,1262.8,Canelones
906,22/6/20,Limpieza,1,391,391,0%,0,391,Soriano
907,13/11/19,Otros,2,220,440,0%,0,440,Cerro Largo
908,28/11/19,Alimentos,4,71,284,0%,0,284,Florida
909,11/11/19,Limpieza,10,407,4070,0%,0,4070,Maldonado
910,26/5/20,Higiene,3,77,231,22%,50.82,281.82,Durazno
911,19/12/19,Alimentos,4,499,1996,22%,439.12,2435.12,Cerro Largo
912,12/7/20,Higiene,2,67,134,10%,13.4,147.4,Río Negro
913,25/9/20,Bebidas,5,291,1455,0%,0,1455,Florida
914,8/5/20,Bebidas,8,334,2672,10%,267.2,2939.2,San José
915,11/5/20,Bebidas,1,80,80,0%,0,80,Lavalleja
916,3/6/20,Limpieza,7,349,2443,22%,537.46,2980.46,Salto
917,6/4/20,Higiene,10,228,2280,10%,228,2508,Flores
918,25/5/20,Higiene,7,127,889,0%,0,889,San José
919,6/3/19,Bebidas,8,41,328,22%,72.16,400.16,Durazno
920,11/10/19,Bebidas,6,151,906,22%,199.32,1105.32,Colonia
921,19/8/19,Bebidas,3,410,1230,0%,0,1230,Flores
922,18/10/19,Alimentos,1,67,67,22%,14.74,81.74,Paysandú
923,9/3/19,Higiene,7,30,210,10%,21,231,Colonia
924,16/3/19,Higiene,3,86,258,0%,0,258,Florida
925,18/8/19,Alimentos,10,130,1300,0%,0,1300,Maldonado
926,25/7/20,Limpieza,10,467,4670,22%,1027.4,5697.4,Colonia
927,3/7/19,Limpieza,6,315,1890,10%,189,2079,Durazno
928,19/1/20,Higiene,10,191,1910,10%,191,2101,Paysandú
929,17/2/19,Alimentos,2,196,392,10%,39.2,431.2,Rivera
930,10/8/19,Higiene,3,80,240,22%,52.8,292.8,Lavalleja
931,25/9/19,Alimentos,6,191,1146,10%,114.6,1260.6,Rocha
932,17/8/20,Bebidas,7,469,3283,22%,722.26,4005.26,Paysandú
933,7/2/20,Bebidas,10,468,4680,0%,0,4680,Paysandú
934,30/1/19,Bebidas,10,343,3430,22%,754.6,4184.6,Florida
935,26/1/20,Alimentos,6,413,2478,22%,545.16,3023.16,Salto
936,21/3/19,Higiene,1,400,400,10%,40,440,Artigas
937,5/9/20,Bebidas,9,136,1224,10%,122.4,1346.4,Maldonado
938,29/6/19,Higiene,10,167,1670,22%,367.4,2037.4,Treinta y Tres
939,12/8/20,Alimentos,7,358,2506,22%,551.32,3057.32,Flores
940,6/11/19,Alimentos,9,59,531,10%,53.1,584.1,Soriano
941,27/1/20,Limpieza,7,282,1974,10%,197.4,2171.4,Treinta y Tres
942,12/6/20,Higiene,6,75,450,22%,99,549,Cerro Largo
943,18/10/19,Bebidas,10,346,3460,22%,761.2,4221.2,Flores
944,10/8/20,Bebidas,9,269,2421,22%,532.62,2953.62,Durazno
945,21/8/19,Bebidas,8,43,344,22%,75.68,419.68,Tacuarembó
946,27/12/19,Otros,9,370,3330,22%,732.6,4062.6,Tacuarembó
947,2/7/20,Otros,7,37,259,0%,0,259,Flores
948,29/9/20,Higiene,6,201,1206,0%,0,1206,Paysandú
949,13/2/20,Limpieza,8,246,1968,0%,0,1968,Artigas
950,20/6/20,Otros,1,396,396,0%,0,396,Artigas
951,26/8/19,Otros,1,484,484,22%,106.48,590.48,Flores
952,19/3/20,Alimentos,3,473,1419,10%,141.9,1560.9,Flores
953,4/7/19,Otros,3,275,825,10%,82.5,907.5,Colonia
954,21/11/19,Bebidas,5,71,355,0%,0,355,Paysandú
955,16/3/20,Otros,1,96,96,0%,0,96,Salto
956,12/4/19,Bebidas,3,395,1185,22%,260.7,1445.7,Montevideo
957,12/7/19,Limpieza,8,497,3976,22%,874.72,4850.72,Rivera
958,8/6/19,Limpieza,7,457,3199,22%,703.78,3902.78,Cerro Largo
959,18/3/20,Limpieza,5,388,1940,10%,194,2134,Soriano
960,5/4/19,Bebidas,9,105,945,0%,0,945,Artigas
961,5/12/19,Alimentos,3,215,645,22%,141.9,786.9,Florida
962,23/5/19,Bebidas,4,364,1456,0%,0,1456,Treinta y Tres
963,5/4/19,Bebidas,10,404,4040,10%,404,4444,Florida
964,16/1/19,Higiene,9,125,1125,10%,112.5,1237.5,Río Negro
965,27/1/19,Higiene,1,23,23,0%,0,23,San José
966,18/4/20,Alimentos,4,206,824,22%,181.28,1005.28,Durazno
967,30/8/19,Bebidas,5,337,1685,22%,370.7,2055.7,Durazno
968,24/5/20,Otros,1,303,303,22%,66.66,369.66,Soriano
969,3/5/20,Otros,2,91,182,22%,40.04,222.04,Lavalleja
970,5/9/19,Alimentos,6,130,780,22%,171.6,951.6,Treinta y Tres
971,3/4/20,Higiene,5,264,1320,10%,132,1452,Soriano
972,15/4/20,Higiene,9,193,1737,22%,382.14,2119.14,Rocha
973,10/2/19,Higiene,3,314,942,10%,94.2,1036.2,Montevideo
974,9/2/19,Alimentos,4,162,648,22%,142.56,790.56,Colonia
975,26/1/19,Bebidas,3,179,537,0%,0,537,San José
976,17/11/19,Otros,5,309,1545,22%,339.9,1884.9,Treinta y Tres
977,8/9/20,Otros,2,490,980,22%,215.6,1195.6,Flores
978,20/2/20,Otros,4,46,184,10%,18.4,202.4,Salto
979,10/1/20,Alimentos,6,412,2472,22%,543.84,3015.84,Montevideo
980,30/7/20,Limpieza,8,31,248,10%,24.8,272.8,Tacuarembó
981,12/1/20,Bebidas,7,170,1190,22%,261.8,1451.8,Paysandú
982,14/9/19,Higiene,9,49,441,0%,0,441,Rivera
983,23/8/20,Limpieza,9,238,2142,10%,214.2,2356.2,Treinta y Tres
984,2/1/19,Higiene,1,183,183,10%,18.3,201.3,Flores
985,22/1/20,Bebidas,4,173,692,0%,0,692,Montevideo
986,25/11/19,Limpieza,4,15,60,22%,13.2,73.2,Flores
987,5/2/20,Alimentos,9,426,3834,22%,843.48,4677.48,Cerro Largo
988,15/12/19,Higiene,5,328,1640,10%,164,1804,Maldonado
989,10/12/19,Otros,1,229,229,22%,50.38,279.38,Canelones
990,12/5/20,Bebidas,1,175,175,0%,0,175,Treinta y Tres
991,24/3/19,Bebidas,5,223,1115,22%,245.3,1360.3,Cerro Largo
992,8/12/19,Otros,8,240,1920,22%,422.4,2342.4,Lavalleja
993,4/1/19,Bebidas,1,499,499,22%,109.78,608.78,Colonia
994,5/7/19,Higiene,7,294,2058,10%,205.8,2263.8,Treinta y Tres
995,23/4/19,Alimentos,1,396,396,10%,39.6,435.6,Tacuarembó
996,14/5/19,Bebidas,6,105,630,0%,0,630,Cerro Largo
997,2/8/20,Limpieza,2,243,486,22%,106.92,592.92,Montevideo
998,8/1/20,Alimentos,3,192,576,10%,57.6,633.6,Rocha
999,25/3/19,Higiene,6,44,264,22%,58.08,322.08,Florida
1000,25/11/19,Otros,2,224,448,10%,44.8,492.8,Rivera
1001,26/3/20,Limpieza,10,432,4320,0%,0,4320,Florida
1002,22/8/19,Limpieza,10,222,2220,0%,0,2220,Rocha
1003,9/2/19,Alimentos,4,446,1784,0%,0,1784,Cerro Largo
1004,15/4/20,Alimentos,9,41,369,10%,36.9,405.9,Paysandú
1005,8/6/19,Otros,2,43,86,10%,8.6,94.6,Colonia
1006,3/11/19,Alimentos,10,385,3850,0%,0,3850,Tacuarembó
1007,7/5/19,Otros,5,110,550,22%,121,671,Florida
1008,5/1/19,Bebidas,7,191,1337,0%,0,1337,Rocha
1009,12/4/19,Alimentos,3,453,1359,0%,0,1359,Salto
1010,20/9/19,Alimentos,3,359,1077,10%,107.7,1184.7,Soriano
1011,14/12/19,Alimentos,6,445,2670,10%,267,2937,Soriano
1012,5/1/20,Bebidas,9,153,1377,22%,302.94,1679.94,Durazno
1013,27/8/20,Alimentos,5,23,115,10%,11.5,126.5,Canelones
1014,4/8/20,Limpieza,4,284,1136,10%,113.6,1249.6,Artigas
1015,11/11/19,Limpieza,3,197,591,0%,0,591,Soriano
1016,26/8/19,Higiene,9,195,1755,22%,386.1,2141.1,San José
1017,14/6/19,Bebidas,10,153,1530,22%,336.6,1866.6,Colonia
1018,10/1/19,Alimentos,8,398,3184,10%,318.4,3502.4,Treinta y Tres
1019,23/7/19,Bebidas,9,148,1332,10%,133.2,1465.2,Durazno
1020,4/4/19,Higiene,7,435,3045,22%,669.9,3714.9,Salto
1021,18/8/20,Limpieza,10,207,2070,10%,207,2277,Rivera
1022,15/8/19,Bebidas,3,326,978,0%,0,978,Soriano
1023,17/3/19,Bebidas,1,430,430,0%,0,430,Flores
1024,7/8/20,Otros,8,304,2432,10%,243.2,2675.2,Soriano
1025,10/4/19,Higiene,6,118,708,10%,70.8,778.8,Paysandú
1026,23/6/20,Higiene,8,301,2408,10%,240.8,2648.8,San José
1027,11/5/19,Limpieza,4,38,152,10%,15.2,167.2,Cerro Largo
1028,11/10/19,Limpieza,3,392,1176,22%,258.72,1434.72,Durazno
1029,8/4/20,Bebidas,1,107,107,10%,10.7,117.7,Canelones
1030,8/1/20,Higiene,1,404,404,10%,40.4,444.4,Flores
1031,10/11/19,Bebidas,1,489,489,0%,0,489,Tacuarembó
1032,14/4/19,Alimentos,5,491,2455,0%,0,2455,Lavalleja
1033,23/5/20,Limpieza,7,262,1834,10%,183.4,2017.4,Rocha
1034,28/4/19,Higiene,9,137,1233,22%,271.26,1504.26,Canelones
1035,12/12/19,Otros,1,132,132,0%,0,132,Cerro Largo
1036,11/1/20,Limpieza,1,364,364,22%,80.08,444.08,Lavalleja
1037,28/3/19,Higiene,8,119,952,22%,209.44,1161.44,Flores
1038,12/2/20,Limpieza,8,306,2448,22%,538.56,2986.56,Cerro Largo
1039,4/3/20,Otros,8,380,3040,10%,304,3344,Durazno
1040,31/3/19,Limpieza,3,155,465,22%,102.3,567.3,Río Negro
1041,26/3/20,Bebidas,2,227,454,0%,0,454,Durazno
1042,28/3/19,Higiene,4,475,1900,22%,418,2318,Salto
1043,30/10/19,Alimentos,5,496,2480,22%,545.6,3025.6,Rivera
1044,20/2/19,Otros,7,456,3192,0%,0,3192,Rocha
1045,18/1/20,Alimentos,8,392,3136,10%,313.6,3449.6,Paysandú
1046,11/10/19,Bebidas,1,461,461,10%,46.1,507.1,Montevideo
1047,15/1/20,Bebidas,2,24,48,10%,4.8,52.8,Durazno
1048,6/8/20,Bebidas,6,104,624,22%,137.28,761.28,Flores
1049,23/7/19,Higiene,10,33,330,22%,72.6,402.6,Rivera
1050,11/11/19,Alimentos,10,261,2610,10%,261,2871,Soriano
1051,30/7/20,Higiene,1,426,426,10%,42.6,468.6,Colonia
1052,26/4/19,Bebidas,10,321,3210,22%,706.2,3916.2,Rocha
1053,30/4/19,Bebidas,10,331,3310,0%,0,3310,Salto
1054,7/5/19,Higiene,5,106,530,22%,116.6,646.6,Maldonado
1055,25/3/20,Alimentos,6,204,1224,22%,269.28,1493.28,Montevideo
1056,21/6/19,Higiene,2,285,570,22%,125.4,695.4,San José
1057,25/2/20,Otros,7,105,735,0%,0,735,Artigas
1058,28/8/20,Higiene,4,105,420,22%,92.4,512.4,Durazno
1059,10/2/20,Alimentos,1,81,81,0%,0,81,Rivera
1060,28/7/19,Bebidas,2,391,782,0%,0,782,Colonia
1061,19/6/19,Bebidas,1,408,408,10%,40.8,448.8,Colonia
1062,7/9/20,Limpieza,6,26,156,22%,34.32,190.32,Flores
1063,20/1/20,Limpieza,3,239,717,22%,157.74,874.74,Montevideo
1064,28/5/20,Limpieza,2,14,28,0%,0,28,Río Negro
1065,7/7/20,Limpieza,6,300,1800,10%,180,1980,Paysandú
1066,19/7/19,Bebidas,8,216,1728,22%,380.16,2108.16,Durazno
1067,23/8/20,Limpieza,9,417,3753,10%,375.3,4128.3,Rocha
1068,9/2/20,Alimentos,5,369,1845,0%,0,1845,Lavalleja
1069,18/9/19,Higiene,1,356,356,0%,0,356,Artigas
1070,16/5/19,Alimentos,7,475,3325,10%,332.5,3657.5,Maldonado
1071,25/4/19,Otros,3,467,1401,10%,140.1,1541.1,Salto
1072,14/10/19,Bebidas,9,55,495,22%,108.9,603.9,Rivera
1073,29/9/20,Higiene,3,268,804,22%,176.88,980.88,San José
1074,5/12/19,Alimentos,4,190,760,22%,167.2,927.2,Treinta y Tres
1075,24/1/20,Higiene,10,300,3000,0%,0,3000,Artigas
1076,26/10/19,Alimentos,2,91,182,0%,0,182,Colonia
1077,21/2/20,Alimentos,6,11,66,22%,14.52,80.52,Colonia
1078,6/9/19,Otros,7,147,1029,10%,102.9,1131.9,Artigas
1079,24/7/20,Otros,7,178,1246,22%,274.12,1520.12,Rocha
1080,22/7/20,Otros,2,144,288,0%,0,288,Treinta y Tres
1081,2/3/19,Limpieza,7,305,2135,0%,0,2135,Rocha
1082,3/4/20,Otros,9,154,1386,0%,0,1386,San José
1083,27/3/20,Higiene,10,448,4480,0%,0,4480,Lavalleja
1084,1/9/20,Higiene,2,244,488,0%,0,488,San José
1085,24/5/20,Otros,8,314,2512,22%,552.64,3064.64,Paysandú
1086,25/2/19,Higiene,2,97,194,0%,0,194,Tacuarembó
1087,13/3/19,Alimentos,10,287,2870,10%,287,3157,Montevideo
1088,24/2/19,Alimentos,2,349,698,0%,0,698,Colonia
1089,5/11/19,Higiene,4,491,1964,10%,196.4,2160.4,Artigas
1090,10/2/19,Otros,10,313,3130,22%,688.6,3818.6,Treinta y Tres
1091,30/4/20,Higiene,5,438,2190,0%,0,2190,Salto
1092,3/8/20,Higiene,2,216,432,10%,43.2,475.2,San José
1093,20/6/20,Limpieza,9,233,2097,10%,209.7,2306.7,Canelones
1094,9/3/19,Otros,8,299,2392,0%,0,2392,Cerro Largo
1095,4/11/19,Otros,6,349,2094,0%,0,2094,Flores
1096,25/8/20,Alimentos,7,157,1099,10%,109.9,1208.9,Rocha
1097,7/4/19,Higiene,6,475,2850,22%,627,3477,Rivera
1098,29/1/20,Otros,2,192,384,22%,84.48,468.48,Rocha
1099,29/10/19,Otros,8,322,2576,0%,0,2576,Florida
1100,8/6/19,Alimentos,1,34,34,0%,0,34,Flores
1101,4/12/19,Bebidas,7,413,2891,10%,289.1,3180.1,Soriano
1102,10/9/20,Alimentos,5,239,1195,22%,262.9,1457.9,Rivera
1103,13/7/20,Otros,10,316,3160,10%,316,3476,Salto
1104,4/8/19,Alimentos,2,274,548,0%,0,548,Artigas
1105,29/1/19,Limpieza,7,296,2072,10%,207.2,2279.2,Lavalleja
1106,20/9/19,Higiene,5,217,1085,0%,0,1085,Montevideo
1107,17/12/19,Higiene,3,48,144,22%,31.68,175.68,Florida
1108,31/8/20,Bebidas,9,346,3114,0%,0,3114,Río Negro
1109,10/10/19,Bebidas,5,173,865,10%,86.5,951.5,Flores
1110,18/1/20,Bebidas,4,140,560,10%,56,616,Maldonado
1111,21/2/19,Limpieza,4,222,888,22%,195.36,1083.36,Lavalleja
1112,8/8/19,Higiene,9,103,927,0%,0,927,Rivera
1113,28/8/20,Alimentos,4,69,276,22%,60.72,336.72,Treinta y Tres
1114,28/1/19,Higiene,8,49,392,10%,39.2,431.2,Soriano
1115,4/5/20,Alimentos,3,384,1152,0%,0,1152,Paysandú
1116,5/8/20,Limpieza,10,395,3950,10%,395,4345,Rocha
1117,11/6/19,Bebidas,9,72,648,0%,0,648,Rivera
1118,27/8/20,Limpieza,6,205,1230,0%,0,1230,Florida
1119,7/8/20,Bebidas,7,474,3318,22%,729.96,4047.96,Florida
1120,18/12/19,Higiene,8,298,2384,22%,524.48,2908.48,Tacuarembó
1121,2/3/20,Otros,2,423,846,22%,186.12,1032.12,Cerro Largo
1122,25/10/19,Otros,9,105,945,22%,207.9,1152.9,Treinta y Tres
1123,20/3/20,Higiene,1,314,314,0%,0,314,Tacuarembó
1124,12/9/20,Higiene,10,50,500,10%,50,550,Canelones
1125,14/1/20,Higiene,3,36,108,22%,23.76,131.76,Artigas
1126,28/4/20,Limpieza,5,122,610,0%,0,610,Lavalleja
1127,13/3/19,Higiene,1,435,435,0%,0,435,Montevideo
1128,1/2/20,Otros,6,286,1716,10%,171.6,1887.6,Paysandú
1129,23/7/19,Limpieza,8,212,1696,10%,169.6,1865.6,Durazno
1130,25/9/19,Alimentos,5,124,620,0%,0,620,Cerro Largo
1131,16/9/20,Limpieza,3,209,627,0%,0,627,Río Negro
1132,10/4/20,Bebidas,3,326,978,0%,0,978,Colonia
1133,24/10/19,Higiene,3,60,180,10%,18,198,Paysandú
1134,20/6/20,Otros,9,359,3231,0%,0,3231,Lavalleja
1135,2/7/20,Alimentos,9,416,3744,22%,823.68,4567.68,Flores
1136,4/9/20,Limpieza,4,213,852,22%,187.44,1039.44,Tacuarembó
1137,8/3/19,Alimentos,2,23,46,22%,10.12,56.12,Treinta y Tres
1138,15/6/19,Alimentos,3,433,1299,22%,285.78,1584.78,Florida
1139,4/8/20,Higiene,3,416,1248,0%,0,1248,Lavalleja
1140,1/9/20,Limpieza,5,14,70,0%,0,70,Soriano
1141,15/5/20,Limpieza,4,479,1916,22%,421.52,2337.52,Florida
1142,13/1/20,Alimentos,6,44,264,22%,58.08,322.08,Paysandú
1143,26/3/19,Otros,8,351,2808,22%,617.76,3425.76,Río Negro
1144,11/1/19,Limpieza,8,168,1344,22%,295.68,1639.68,Treinta y Tres
1145,27/3/20,Otros,2,217,434,0%,0,434,Artigas
1146,25/2/20,Bebidas,6,63,378,22%,83.16,461.16,Río Negro
1147,2/9/20,Alimentos,1,458,458,22%,100.76,558.76,Treinta y Tres
1148,26/2/20,Bebidas,4,136,544,10%,54.4,598.4,Tacuarembó
1149,10/5/20,Bebidas,6,160,960,22%,211.2,1171.2,Florida
1150,11/9/19,Higiene,8,352,2816,10%,281.6,3097.6,Rocha
1151,10/10/19,Higiene,2,377,754,0%,0,754,Canelones
1152,23/8/19,Limpieza,10,227,2270,0%,0,2270,Florida
1153,6/7/19,Otros,1,337,337,0%,0,337,Río Negro
1154,9/8/19,Otros,8,404,3232,0%,0,3232,San José
1155,19/5/20,Otros,6,242,1452,10%,145.2,1597.2,Flores
1156,25/6/19,Alimentos,6,100,600,0%,0,600,Salto
1157,25/10/19,Limpieza,8,370,2960,0%,0,2960,Montevideo
1158,7/6/19,Bebidas,2,430,860,10%,86,946,Cerro Largo
1159,21/10/19,Alimentos,3,85,255,22%,56.1,311.1,Durazno
1160,23/8/19,Alimentos,4,498,1992,10%,199.2,2191.2,San José
1161,22/7/19,Alimentos,6,413,2478,22%,545.16,3023.16,Montevideo
1162,29/1/20,Limpieza,8,180,1440,10%,144,1584,Montevideo
1163,26/9/19,Otros,1,58,58,22%,12.76,70.76,Río Negro
1164,28/4/19,Bebidas,2,426,852,22%,187.44,1039.44,Soriano
1165,29/8/19,Otros,2,193,386,0%,0,386,Artigas
1166,22/3/19,Higiene,4,59,236,22%,51.92,287.92,Río Negro
1167,18/10/19,Alimentos,5,165,825,22%,181.5,1006.5,Artigas
1168,22/2/20,Limpieza,5,279,1395,10%,139.5,1534.5,Cerro Largo
1169,19/3/20,Otros,6,439,2634,10%,263.4,2897.4,Canelones
1170,14/2/20,Otros,3,365,1095,0%,0,1095,Salto
1171,31/3/19,Alimentos,2,391,782,10%,78.2,860.2,Colonia
1172,11/3/20,Bebidas,6,251,1506,10%,150.6,1656.6,Tacuarembó
1173,25/1/19,Bebidas,1,234,234,22%,51.48,285.48,Artigas
1174,16/4/20,Otros,2,125,250,0%,0,250,Canelones
1175,16/5/19,Alimentos,9,418,3762,22%,827.64,4589.64,Cerro Largo
